MATCH	Form	Root	Nominal_class	Meaning_de	Pages	Coptic_S	Coptic_B	Coptic_A	Coptic_A2	Coptic_Fs	Coptic_F	Coptic_M	Coptic_Sf	Coptic_O	Coptic_H	Coptic_Sa	Coptic_V	Coptic_ManiHPK	Coptic_Mf	Coptic_Sh	Coptic_Bf	Coptic_Copt_undefined
1730	*ṯ'azy(e/u)w	ṯzyw	A'aBCuw	Anhöhe; Höhe	69, 438, 666	ϫⲟⲥⲉ																
1731				Herrin	666, 667	ϫⲟⲥⲉ																
1732	*ṯvꜣ'i:zvt	ṯꜣz	AuB'i:Cit	Knoten; Wirbelknochen; Rückgrat; Rücken	232	ϫⲓⲥⲉ																
1734	*ṯ'e:/u:tvf	ṯtf	A'u:BiC	Art Krug; ein Gefäss	147	ⲧⲏⲧϥ																
1736	*t'awtvt	twt	A'aBCut	Versammlung	70		ⲑⲱⲟⲩⲧⲥ															
1738	*t'awt(a)j	twtj	A'aBCaj/w	versammeln	40, 70, 465, 492	ⲧⲟⲟⲩⲧⲉ	ⲑⲱⲟⲩϯ				ⲧⲁⲩϯ	ⲧⲁⲩⲧⲉ										
1739	*tvw'at(y)vt	twt	AaB'aCwvt	Statue	187, 776	ⲧⲟⲩⲟⲟⲧⲉ																
1741	twtw	twtw		sich freuen	795		ⲑⲱⲧ															
1743	*t(u)wꜣ'e/ut	twꜣt	AuBC'ut	(Tür-)Pfosten; Türsturz; Felskuppe	148, 414, 415, 637	ⲧⲟⲩⲁ	ⲑⲃⲁⲓ, ⲑⲟⲩⲁⲓ															
1744	*ṯvz'a(w)	ṯz	AiB'a:Caw	Tadel; Makel; Ärgernis; Fehler	107	ϣⲥⲟⲟⲩ																
1746	*ṯaꜣ(j)'a:yvt	ṯꜣy	AaBC'a:wat	Zange	172	ⲁϫⲱ, ⲉϫⲱ																
1747	*s'e/uṯꜣvt	sṯꜣ	A'uBCit	Art Gewebe	230, 458	ⲥⲏⲧⲉ																
1749					no etym 744																	
1750	*ṯ'iꜣw(i)t	ṯꜣwt	A'iBj/wit	stehlen; Diebstahl	52, 460, 494, 569	ϫⲓⲟⲩⲉ		ϫⲓⲟⲩⲉ	ϫⲓⲟⲩⲉ			ϫⲓⲟⲩⲉ										
1751	*ṯ'iꜣw(i)t	ṯꜣwt	A'iBj/wit	stehlen; Diebstahl	52, 460, 494, 569		ϭⲓⲟⲩⲉ				ϫⲓⲟⲩⲓ											
1752	*ṯvꜣw'a:(w)vt	ṯꜣw	AuBC'a:wvt	Diebstahl; Konfiskation	91		ϭⲟⲩⲱ															
1753	*ṯ'e:/u:ꜣvw	ṯꜣ		Wind	494	ⲧⲏⲩ																
1754	*ṯ'i:ꜣvt	ṯꜣ	A'i:Bit	nehmen; packen	51, 460, 491, 494	ϫⲓ																
1757	*tvꜣ(a)š'e(j)	tꜣš		Nachbar	311, 410, 437	ⲧⲉϣⲉ	ⲑⲉϣⲉ															
1758	*tvꜣ(a)š'ejwvw	tꜣšjw		Nachbar	311, 410, 437	ⲧⲉϣⲉⲉⲩ	ⲑⲉϣⲉⲩ															
1760	*tvꜣ'aš	tꜣš	AiB'aC	Granze	157, 857	ⲧⲟϣ	ⲑⲟϣ															
1765	*w'a:bvḫ	wbḫ	A'a:BiC	leuchtend; weiss	128	ⲟⲩⲱⲃϣ																
1767	*n'ewbvn	nwbn	m'iABiC	Schritt	119, 384, 886		ⲛⲁⲩⲃⲉⲛ				ⲛⲉⲩⲃⲟⲩ											
1768	*wabꜣ'a:(y)vt	wbꜣ	AaBC'a:wat	(die Erde) durchbohrendes Gerät'; Schlagnetz; Schleppnetz	171	ⲁⲃⲱ	ⲁⲃⲱ				ⲁⲃⲱ											
1770	*w'e/id(j)vt	wd		erlassen; stunden; Erlass	473	ⲟⲩⲏⲧ, ⲟⲩⲏⲧⲉ																
1771	*w'e/id(y)vt	wd	A'iBCat	Verderben; Blitz	82, 880	ⲟⲩⲏⲧⲉ																
1772	*w'aḏwv(w)	wḏw	A'aBCuw	Befehl; Stele; Standbild	64	ⲟⲩⲟⲉⲓⲧ																
1774	*w'adḥ(i)t	wdḥt	A'aBCit	Auslass; Ausweg; Quelle; Wasserlauf; Bach; Weg; Spur	261, 318	ⲟⲑⲉ																
1775	*w(a)dḥ'i:tv(j)	wdḥt		Ursprung; Ausstrahlungspunkt	318, 835				ⲟⲩⲉⲧϩⲓⲧ													
1776	*w'adḥ(a)w	wdḥw	A'aBCaw	Libationsgefäss	169	ⲟⲩⲟⲧϩ																
1777	wdḥ	wdḥ		ausgiessen; giessen; in eine Gussform giessen	261, 763	ⲟⲩⲱⲧϩ, ⲱⲧϩ	ⲟⲩⲱⲧϩ, ⲱⲧϩ	ⲟⲩⲱⲧϩ, ⲱⲧϩ	ⲟⲩⲱⲑ, ⲟⲩⲱⲧϩ, ⲱⲧϩ													
1779	*wvd'aḥ	wdḥ	AiB'aC	Frucht	156, 580	ⲟⲩⲧⲁϩ	ⲟⲩⲧⲁϩ		ⲟⲩⲧⲁϩ													
1785	*wvḏ'eꜣ	wḏꜣ	AiB'iC	gesund; wohlbehalten bleiben / werden: Heil	60, 335, 403, 422, 790	ⲟⲩϫⲁⲓ	ⲟⲩϫⲁⲓ	ⲟⲩϫⲉⲉⲓ, ⲟⲩϫⲉⲓ	ⲟⲩϫⲉⲉⲓ, ⲟⲩϫⲉⲓ		ⲟⲩϫⲉⲉⲓ, ⲟⲩϫⲉⲓ	ⲟⲩϫⲉⲉⲓ, ⲟⲩϫⲉⲓ			ⲟⲩϫⲁⲓ							
1787	*w'eḏꜥvt/y	wḏꜥty	A'iBCat/w	Hieb o.ä.	81, 397	ⲟⲩⲁⲁϫⲉ																
1788	*w'i:ḏvꜥ	wḏꜥ	A'i:BiC	Schlag; Stoss o.ä.	50, 461, 544	ⲃⲏϫ, ⲃⲏϫⲉ, ⲟⲩⲉⲓϫⲉ																
1789	*w'a:ḏvj	wḏ	A'a:Baj/w	schicken	38, 473, 815	ⲟⲩⲱⲧⲉ, ⲟⲩⲱⲱⲧⲉ																
1790	wḏꜥ	wḏꜥ		zerschneiden; abtrennen	81, 590	ⲟⲩⲱⲱϫⲉ	ⲟⲩⲱϫ															
1791	*w'eftvt	wft	A'uBCit	Loch	229	ⲟⲩⲁⲧⲃⲉ																
1792	*w'aftvt	wft	A'aBCat	Loch; Nederlöhr	223	ⲟⲩⲟⲧⲃⲉ																
1793	wtf	wtf		durchbohten	223, 229	ⲟⲩⲱⲧϥ																
1794	ꜥfḏ	ꜥfḏ		(fest)stecken; nageln; beschlagen	229	ⲱϥⲧ																
1796	*w'agwvt	wgw	AaB'aCwvt	Kiefer; Wange	187	ⲟⲩⲟⲟϭⲉ																
1803	whj	whj		bitter sein	364	ⲟⲩⲓϩⲉ																
1804	*w'aḥwvḥ	wḥwḥ		bellen	349, 399	ⲃⲁϩⲃⲉϩ, ⲟⲩⲁϩⲃⲉϥ, ⲟⲩⲟϩⲃⲉϥ	ⲟⲩⲁϩⲃⲉϥ															
1806	*w'eḥmvt	wḥm	A'aBCat	Stockwerk	224	ⲟⲩⲁϩⲙⲉ																
1807	*w'eḥmvw	wḥm	A'aBCaw	Sprecher'; Deuter	167	ⲟⲩⲁϩⲙⲉϥ																
1808	wḥm	wḥm		wiederholen; antworten; deuten; zufügen	167, 224, 364, 367	ⲟⲩⲱϩⲙ	ⲟⲩⲱϩⲉⲙ	ⲟⲩⲱϩⲙ	ⲟⲩⲱϩⲙ		ⲟⲩⲱϩⲉⲙ, ⲟⲩⲱϩⲙ											
1809	*wvh'aj/yrvt	whjyr	A'aBCat	Hundin	222, 775	ⲟⲩϩⲟⲟⲣⲉ, ⲟⲩϩⲟⲣⲉ, ⲟⲩϩⲱⲣⲉ			ⲟⲩϩⲟⲟⲣⲉ, ⲟⲩϩⲟⲣⲉ				ⲟⲩϩⲁⲁⲣⲓ									
1810	*wvh'ar	whr	AaB'aC	Hund	222, 775	ⲟⲩϩⲟⲣ	ⲟⲩϩⲟⲣ															
1816	*wvḫ'e:(y)vt	wḫ	AaB'u:Cut	Dunkelheit; Nacht	99	ⲟⲩϣⲏ																
1819	*w'aḥꜥvt	wḥꜥ	A'aBCat	Skorpion	120	ⲟⲩⲟⲟϩⲉ																
1820	*w'a:ḥvꜥ	wḥꜥ	A'a:BiC	Fischer; Vogelsteller	120, 365	ⲃⲟⲩϩⲉ, ⲟⲩⲱϩⲉ																
1821	*w'amtv(y)	wmt	A'aBCuw	Dicke	72	ⲟⲙⲧ, ⲟⲙⲧⲉ																
1822	wmt	wmt	AaB'aC	dick werden; Dicke	46, 72	ⲟⲩⲙⲟⲧ																
1823	*w'amtvt	wmt	A'aBCut	Dicke; dicke Mauer; Turm	73	ⲟⲩⲟⲙⲧⲉ																
1824	*jaw'i:nv(j/y)	jwn	AaB'i:Cij/w	Rinne; Abfluss	194	ⲁⲩⲉⲓⲛ																
1825	*w'anjv(y)	wnj	A'aBCiw	Licht	235	ⲟⲩⲟⲉⲓⲛ																
1826	*w'a:n	wn		öffnen	515	ⲁⲟⲩⲱⲛ, ⲁⲩⲱⲛ	ⲁⲟⲩⲱⲛ, ⲁⲩⲱⲛ	ⲉⲟⲩⲉⲛ			ⲁⲟⲩⲱⲛ, ⲁⲩⲱⲛ											
1828	*w'a:n	wn		öffnen	502, 761	ⲟⲩⲱⲛ	ⲟⲩⲱⲛ				ⲟⲩⲱⲛ											
1829	*w'en	wn	A'i:BiC	öffnen	49			ⲟⲩⲉⲛ	ⲟⲩⲉⲛ													
1831	wnj	wnj	A'i:Bit	vorübergehen	51	ⲟⲩⲉⲓⲛⲉ																
1835	*wvn'a:wvt	wnw	AaB'a:Cat	Zeitabschnitt'; Stunde	214	ⲟⲩⲛⲟⲩ	ⲟⲩⲛⲟⲩ	ⲟⲩⲛⲟⲩ	ⲟⲩⲛⲟⲩ		ⲟⲩⲛⲟⲩ											
1836	*w'annvw	wnn	A'aBCaw	Kind	166		ⲟⲩⲟⲛ															
1839	wnm	wnm		rechte Hand	no etym 351																	
1840	*w'anmvw	wnm		Futterkrippe	599	ⲟⲩⲟⲗⲙϥ																
1841	*w'anmv(y)	wnm	A'aBCaw	Futterkrippe	169, 599, 675	ⲟⲩⲟⲗⲙϥ, ⲟⲩⲟⲙϥ	ⲟⲩⲟⲛϩϥ	ⲟⲩⲁⲙϥ, ⲟⲩⲁⲛϥ			ⲟⲩⲁⲙϥ											
1842	wnm	wnm		essen	169, 356, 382	ⲟⲩⲱⲙ																
1845	wnp	wnp		erstechen; ausstechen; zerbrechen o.ä.	231	ⲟⲩⲱⲗⲡ																
1848	*w'apw(u)t	wpwt	A'aBCuw	Botschaft; Auftrag u.ä.; Arbeit; Werk	70. 356, 465, 526	ⲉⲓⲟⲡⲉ	ⲓⲟⲡⲓ															
1849	*w'u:rvj	wr		wieviel	459																	
1851	*wvr'e:ḥv(y)	wrḥ	AuB'i:Ciw	freier Platz; freier Raum	249, 456, 461, 837, 890	ⲟⲩⲣⲉϩ, ⲟⲩⲣⲏϩ			ⲟⲩⲣⲏϩ													
1853	*wvr'am	wrm	AaB'aC	Überschwemmung; Flut	44				ⲟⲩⲣⲁⲙ													
1856	*w'aršv(y)	wrš	A'aBCuw	ein Zeitabschnitt; Zeit	74	ⲟⲩⲟⲉⲓϣ																
1857	*w'eršvt	wrš	A'iBCat	Wachtgebäude	83, 357	ⲟⲩⲣϣⲉ	ⲟⲩⲉⲣϣⲓ															
1863	*w'a:š	wš		Fehlen; Mangek; Pause; Unterbrechung; Loch; Spalte; Raum; Lücke; Zwischenraum; Distanz	501	ⲟⲩⲱϣ	ⲟⲩⲱϣ	ⲟⲩⲱϣ														
1865	*wvš'eb	wšb	AuB'iC	Darlehen	228, 350	ⲟⲩϣⲁⲡ																
1866	wšd	wšd		grüssen; verehren	80, 878	ⲟⲩⲱϣⲧ																
1867	*w'ešdvt	wšd	A'iBCat	Verehrung	80, 878	ⲟⲩⲁϣⲧⲉ																
1868	wzf	wzf		faul, untätig sein	84	ⲟⲩⲱⲥϥ																
1871	*w'asḫvt	wsḫ	A'aBCut	Breite	73, 878	ⲟⲩⲟϣⲥⲉ																
1872	wsḫ	wsḫ		breit sein, werden	73, 84	ⲟⲩⲱϣⲥ																
1874	*wvš'em(y)vt	wšm	AuB'i:Cit	Teig	229, 350	ⲟⲩϣⲁⲙ																
1877	*was'e:/u:rvw	wsr	AaB'u:Cuw	Macht; Reichtum; Habe; Proviant	99	ⲁⲥⲏⲣ			ⲁⲥⲏⲣ													
1879	wšrj	wšrj	A'aBCaj/w	aufhören; ablassen	40, 262			ⲟⲩⲁⳉⲣⲉ	ⲟⲩⲁϣⲣⲉ													
1880	*w'ašrv(y)	wšr	A'aBCiw	freier Raum	262, 890	ⲟⲩⲟⲣϣϥ	ⲟⲩⲟⲣϣϥ		ⲟⲩⲁⲣϣϥ													
1881	*w'ezšvt	wzš	A'iBCat	Ausscheidung; Harn	80	ⲓϣ	ⲓϣ				ⲓϣ											
1884	*w'etnvt	wtn	A'uBCit	Loch; Öhr	229		ⲟⲩⲁⲑⲛⲓ															
1885	wtn	wtn		durchbohren	229, 764		ⲟⲩⲱⲧⲉⲛ															
1889	*w'e/iꜣjvt	wꜣj	A'iBj/wit	sich entfernen	52, 404, 426, 432, 494, 522	ⲟⲩⲉ	ⲟⲩⲉⲓ															
1891	*w'e/iꜣ(j)vt	wꜣ	A'iBCit	Weg; Seite; Nachbarschaft; Stadtviertel	141, 460, 516	ⲣⲁⲟⲩⲏ, ⲣⲁⲩⲏ	ⲣⲁⲟⲩⲏ, ⲣⲁⲩⲏ		ⲣⲁⲟⲩⲏ, ⲣⲁⲩⲏ		ⲣⲁⲟⲩⲏ, ⲣⲁⲩⲏ											
1894	*wvꜣ'aḏwvt	wꜣḏw	AaB'aCwvt	Rohes; Grünzeug; Gemüse	187, 791	ⲟⲩⲟⲟⲧⲉ																
1895			A'aBCaD	grün, blass werden	osing senza etimology: 39, 126	ⲟⲩⲟⲧⲟⲩⲉⲧ																
1896	*w'a:ꜣ(e)d	wꜣd	A'a:BiC	grün; frisch; kräftig	128, 791									ⲟⲩⲱⲧ								
1897	wꜣḏ	wꜣḏ		frisch; grün sein	791	ⲟⲩⲱⲧ	ⲟⲩⲱⲧ							ⲟⲩⲱⲧ								
1902	*w'aꜣḥv(y)	wꜣḥ		legen; dauern; lassen	357, 591	ⲟⲩⲱϩ	ⲟⲩⲟϩ	ⲟⲩⲱϩ	ⲟⲩⲱϩ		ⲟⲩⲱϩ											
1904				bleiben; aufhören	591	ⲟⲩⲟⲩ, ⲟⲩⲱ	ⲟⲩⲟⲩ, ⲟⲩⲱ		ⲟⲩⲟⲩ, ⲟⲩⲱ		ⲟⲩⲟⲩ, ⲟⲩⲱ											
1905	wAḥ	wAḥ		offen; frei sein; frei machen	837	ⲟⲩⲱⲣϩ		ⲟⲩⲱⲣϩ														
1906	*waꜣr'a:(y)vt	wꜣr	AaBC'a:wat	Schnur; Strick	171	ⲁⲗⲱ																
1908	*w'eꜣrvt	wꜣr	A'iBCat	Musik; Melodie	80	ⲟⲩⲗⲗⲉ																
1910	*w'e/uꜥ(ji)w	wꜥw	A'uBCiw	einer	180, 395, 422	ⲟⲩⲁ	ⲟⲩⲁⲓ	ⲟⲩⲉ	ⲟⲩⲉⲉⲓ, ⲟⲩⲉⲓ		ⲟⲩⲉⲉⲓ											
1911	*wvꜥ'e/itj'=	wꜥtj=		Allein sein; allein	334, 430, 432	ⲟⲩⲁⲁ'=, ⲟⲩⲁⲁⲧ'=, ⲟⲩⲟⲟⲧ'=	ⲟⲩⲁⲧ'=	ⲟⲩⲁⲉⲉⲧ'=, ⲟⲩⲁϩⲉⲉⲧ'=	ⲟⲩⲁⲉⲉⲧ'=, ⲟⲩⲁϩⲉⲉⲧ'=		ⲟⲩⲁⲉⲉⲧ'=, ⲟⲩⲁϩⲉⲉⲧ'=	ⲟⲩⲁⲉ'=, ⲟⲩⲁⲉⲧ'=										
1912	*w'e/iꜥ(y)vt	wꜥ		eins (in Verbindung mit Zehnern)	394, 473, 865	ⲟⲩⲉ, ⲟⲩⲏⲉ			ⲟⲩⲏⲉ													
1913	*w(e/u)ꜥj'i:(w)vt	wꜥj	AuBC'i:wvt	eine	180, 698	ⲟⲩⲉⲓ, ⲟⲩⲉⲓⲁ, ⲟⲩⲉⲓⲉ, ⲟⲩⲓ	ⲟⲩⲓ	ⲟⲩⲉⲓⲉ	ⲟⲩⲉⲓ, ⲟⲩⲉⲓⲉ		ⲟⲩⲉⲓ, ⲟⲩⲓ	ⲟⲩⲓ										
1914	*w(e/i)ꜥ(w)'a:tvj	wꜥt		einzig; einzeln	318	ⲟⲩⲱⲧ	ⲟⲩⲱⲧ	ⲟⲩⲱⲧ	ⲟⲩⲱⲧ		ⲟⲩⲱⲧ											
1915	*w(e/i)ꜥ(w)'a:tvt	wꜥt		einzig; einzeln	318	ⲟⲩⲱⲧⲉ	ⲟⲩⲱⲧⲉ	ⲟⲩⲱⲧⲉ	ⲟⲩⲱⲧⲉ		ⲟⲩⲱⲧⲉ											
1917	*wvꜥb'e:(y)vt	wꜥb	A'i:BaC	Priester	138, 290, 455, 457							ⲟⲩⲁⲃⲏ										
1918	*w'e:ꜥvb	wꜥb	A'i:BaC	Priester	138, 290, 455, 457	ⲟⲩⲏⲏⲃ	ⲟⲩⲏⲃ	ⲟⲩⲓⲉⲓⲃⲉ							ⲟⲩⲏⲃ							
1921	*wvr'e:/utvj	wrt		Fuss	634, 775	ⲟⲩⲉⲣⲏⲧⲉ, ⲟⲩⲣⲏⲧⲉ		ⲟⲩⲉⲣⲏⲧⲉ, ⲟⲩⲣⲏⲧⲉ	ⲟⲩⲉⲣⲏⲧⲉ, ⲟⲩⲣⲏⲧⲉ		ⲟⲩⲣⲓⲧⲉ, ⲟⲩⲣⲏϯ											
1922	*w'aꜥrvt	wꜥr	A'aBCut	Davonlaufen; Flucht	67	ⲟⲩⲟⲟⲗⲉⲥ																
1923	wꜥl	wꜥl		fliehen; fahren; überfluten; Überfluss haben	67	ⲟⲩⲱⲱⲗⲉ																
1924	*w'aꜥꜣvw/y	wꜥꜣwy	A'aBCuw	Lästerung	65, 397	ⲟⲩⲁ	ⲟⲩⲁ	ⲟⲩⲁ	ⲟⲩⲁ, ⲟⲩⲉⲉ													
1925	*w'eꜥꜣvt/y	wꜥꜣty	A'iBCat/w	Lästerung	81, 397, 524				ⲟⲩⲉⲉ													
1926	*jam'ejwvw	jmjw	B	Meer	394, 753		ⲁⲙⲁⲓⲟⲩ, ⲁⲙⲁⲓⲟⲩⲓ															
1927	*j'am	jm		Meer	394, 753																	
1929	*zanḥ'e:mvw	znḥm		Heuschrecke	456	ⲥⲁⲛⲛⲉϩ																
1931	*ꜣ'a:w(a)j	ꜣwj	A'a:Baj/w	lang sein	38, 487	ⲱⲟⲩ																
1932	*ꜥ'e:/u:wij	ꜥwj		Portion;Stück; Paar (bei paarweisen Gegenständen); Haus	316, 495, 497, 739	ⲏⲉⲓ, ⲏⲓ	ⲏⲉⲓ, ⲏⲓ	ⲏⲉⲓ, ⲏⲓ	ⲏⲉⲓ, ⲏⲓ		ⲏⲉⲓ, ⲏⲓ											
1933	*ꜥ'uwjvw	ꜥwj		Portion;Stück; Paar (bei paarweisen Gegenständen); Haus	316, 495, 497, 739		ⲏⲟⲩ	ⲏⲟⲩ			ⲏⲟⲩ											
1934	*ꜣab'i:dvw	ꜣbd		Monatsfest: zweiter Tag des Monats; zweiter Tag der Woche	314		ⲁⲃⲓⲧ															
1935	*ꜣab'e:/u:d.vw	ꜣbd.	AaB'aC	Monat	45, 314, 638, 752, 753	ⲉⲃⲁⲧⲉ, ⲉⲃⲏⲧ	ⲁⲃⲏⲧ		ⲉⲃⲉⲧⲉ													
1936	*ꜣab'ad	ꜣbd	AaB'aC	Monat	45, 314, 638, 752, 753	ⲉⲃⲟⲧ	ⲁⲃⲟⲧ		ⲉⲃⲁⲧ													
1937	*ꜥ'a:bvw	ꜥb	A'a:BaC	Strauss; Lattich	216, 365	ⲟⲩϥ, ⲱⲃ, ⲱϥ	ⲱⲃ															
1938	ꜥvwaꜣj'e:(y)vt	ꜥwꜣj	A'aBCaw	Bauer	169, 292, 733				ⲟⲩⲁⲓⲏ													
1939	ꜥvw'aꜣjv(y)	ꜥwꜣj	A'aBCaw	Bauer	169, 292, 733	ⲟⲩⲟⲉⲓⲉ																
1940	*ꜥvꜣ'e:(w)vt	ꜥꜣ	AaB'u:Cut	Grösse; Art; Ausmass	100, 322			ⲁⲉⲓ, ⲁⲉⲓⲉⲓ														
1941	*ꜥvꜣ'e/it	ꜥꜣt	AiB'it	wachsen, älter werden	61, 100, 335, 336, 406, 479	ⲁⲓⲁⲓ	ⲁⲓⲁⲓ	ⲁⲓⲉⲩⲉ	ⲁⲉⲓⲉⲩ		ⲁⲓⲉⲓ	ⲁⲓⲉⲉⲓ			ⲁⲓⲁⲓ							
1943	*ꜥvꜣt'at	ꜥꜣtt		Grösse	335	ⲁⲧⲟ																
1944	*ꜥvj'e/iꜣwvt	ꜥjꜣw		Leinen	426	ⲉⲓⲁⲁⲩ	ⲓⲁⲩ					ⲓⲉⲟⲩ, ⲓⲉⲩ				ⲉⲓⲱ, ⲓⲱ						
1945	*mvꜥꜣ'e:(y)vt	mꜥꜣ		Ausmass; Grösse; Alter; Gestalt; Art	322, 582		ⲙⲁⲏ, ⲙⲁⲓⲏ															
1946	*s'aꜥꜣvj	sꜥꜣ	s'aABaj/w	schön sein	40, 239, 406, 484	ⲥⲁ	ⲥⲁⲓ															
1947	*svꜥꜣ'e:yvt	sꜥꜣy	AaBC'i:wvt	prächtig o.ä.; schön	239, 411	ⲥⲁⲓⲏ	ⲥⲁⲓⲏ															
1949	*ꜥ'aꜣ	ꜥꜣ	A'i:BaC	gross	143	ⲟ, ⲱ	ⲟ															
1950	*ꜥvꜣ'e:(w)vt	ꜥꜣ	AaB'u:Cut	Grösse; Art; Ausmass	100, 322	ⲁⲉⲓⲏⲥ, ⲁⲏⲥ		ⲁⲉⲓⲉⲓⲥ, ⲁⲉⲓⲥ														
1951	*mvꜥꜣ'e:(y)vt	mꜥꜣ		Ausmass; Grösse; Alter; Gestalt; Art	322, 582		ⲙⲁⲓⲏⲥ		ⲁⲙⲁⲓⲏⲥ													
1952	*svꜥꜣ'e(y)	sꜥꜣ	AaBC'iw	reich; gross	239, 411	ⲥⲁⲓⲉ	ⲥⲁⲓⲉ															
1953	*ꜥvb'eꜣ(j/y)vt	ꜥbꜣ	AaB'iCj/wat	Lenkstrick'; Art Fessel; Fessel	195, 405, 460, 516, 727	ⲁⲃⲉ			ⲁⲃⲏ													
1954	*ꜣ'egbvt	ꜣgb	A'iBCat	Überschwemmung; Feuchtigkeit	83	ⲁϭⲃⲉⲥ																
1955			A'aBCut	Kälte	no etym 73	ⲟϭⲃⲥ																
1958	*ꜥ'eḏnvt	ꜥḏn	A'iBCit	Narbe; Fleck; Makel	140, 584		ⲁϭⲛⲓ															
1959	ꜥḏn	ꜥḏn		vertrocknen	140	ⲱϫⲛ																
1962	*ꜣ'i:ḫ(e)j	ꜣḫj	AaB'i:Cij/w	Verklärter; Dämon; Geist; Gespenst	22, 193, 569		ⲓϧ		ⲓϩ													
1963	*ꜥ'i:fvd	ꜥfd	A'i:BaC	Nagel; Stift	139	ⲉⲓϥⲧ																
1966	*ꜣvmm'e:(y)vt	ꜣmm	AuBC'i:wvt	Faust; Griff	178	ⲙⲏ																
1968	*ꜣap'edyvw	ꜣpdy		Vogel; Ente; Gans; Geflügel	120, 754		ⲁⲡⲁⲓ															
1969	*ꜣ'a:pvd	ꜣpd	A'a:BiC	Vogel; Ente; Gans; Geflügel	120, 754	ⲱⲃⲧ																
1970	*ꜣ(i)q'a:yvt	ꜣqy	AiB'a:Cat	Verlust; Verderben; Verlorenes; Verdorbenes; Zerstörung; Zerstörtes	107, 480	ⲁⲕⲱ	ⲁⲕⲱ															
1975	ꜥḥꜥ	ꜥḥꜥ		Lebenszeit	72	ⲁϩⲉ		ⲁϩⲉ														
1976	*ꜥvḥ'aꜥ	ꜥḥꜥ	AiB'aC	Haufen; Schatz(haus)	156, 356, 747	ⲁϩⲟ																
1978	*mvꜥḥ'eꜥ(w)vt	mꜥḥꜥ	mvAB'iCwvt	Grab	209, 426, 691	ⲙϩⲁⲁⲩ, ⲙϩⲁⲩⲉ	ⲙϩⲁⲩ	ⲙϩⲱ	ⲙϩⲉⲉⲩ		ⲉⲙϩⲉⲟⲩ	ⲙϩⲉⲟⲩ, ⲙϩⲉⲩ			ⲙϩⲁⲟⲩ							
1979	*s(a)ꜥḥ'aꜥ	sꜥḥꜥ	AaBC'aD	aufstellen	47				ⲥⲉϩⲟ													
1982	*ꜥ'a:ḥvꜥ	ꜥḥꜥ			747	ⲱϩⲉ	ⲟϩⲓ				ⲱϩⲓ											
1983	*ꜣ'a:švr	ꜣšr		brennen; frieren; Kälte	512, 881	ⲱⲣϣ																
1984	*svꜣš'e/ir(w)vt	sꜣšr	AuB'iCwit	Nahrung; Brot	251		ϣⲏⲣⲓ															
1986				Erzähltes	no etym 356		ⲧⲁⲙⲟ															
1988	*ꜣvṯp'a:wvt	ꜣṯpw	AuBC'a:wvt	Beladung; Last; Fracht	90, 480	ⲉⲧⲡⲱ	ⲉⲧⲫⲱ	ⲉⲧⲡⲟⲩ	ⲉⲧⲡⲱ		ⲁⲧⲡⲱ	ⲁⲧⲡⲱ										
1989	*ꜣvṯp'a:wvt	ꜣṯpw	AuBC'a:wvt	Beladung; Last; Fracht	90, 480		ⲉⲧⲫⲱⲟⲩⲓ															
1992	*ꜥvmr'e/ij	ꜥmrj		ein Beruf; Bäcker	313, 410	ⲁⲙⲣⲉ	ⲁⲙⲣⲉ				ⲁⲙⲗⲏ											
1994	*ꜥ'amꜥvt	ꜥmꜥ	A'aBCat	Lehm	124	ⲟⲙⲉ																
1997	*ꜥvn'e/it	ꜥnt	AiB'it	gut sein; besser werden; angenehm; schön sein	61, 180, 197, 406, 469, 479	ⲁⲛⲁⲓ	ⲁⲛⲁⲓ	ⲁⲛⲉⲓ														
1998	*ꜥvn'i:(jej/y)	ꜥn	AaB'i:Cij/w	schön; angenehm	197, 492, 631			ⲉⲛⲉⲓ														
1999	*ꜥ'i:nvj	ꜥn	A'i:BaC	schön; angenehm	142, 729		ⲓⲛⲓ															
2002	*ꜥ'i:nvt	ꜥn	A'aBCat	Nagel; Kralle; Dechsel; Daumen; grosse Zehe; zweischneidiges Beil	122	ⲉⲓⲛⲉ																
2004	*ꜥvn'ab	ꜥnb	AaB'aC	Umfassung; Brust	42	ⲁⲗⲟⲙ																
2005	*ꜥvn'ebyvt	ꜥnby	AuB'iCwit	Packen' o.ä., ein Mass für Binsen; ein Mass für Papyrus u. Brot	249	ⲉⲗⲁⲙ																
2006	ꜥnb	ꜥnb		umfangen	42	ⲱⲗⲙ																
2008	*ꜥ/ꜣ(e)n'aḥ(w)vw	ꜥꜣnḥ		Augenlider	538																	
2009	*ꜥvn'aḫ	ꜥnḫ	AaB'aC	Eid; Leben	42, 363	ⲁⲛⲁϣ	ⲁⲛⲁϣ	ⲁⲛⲁⳉ			ⲁⲛⲉϣ, ⲁⲛⲏϣ											
2010	*ꜥvn'aḫ	ꜥnḫ	AaB'aC	Eid; Leben	42, 363						ⲁⲛⲁⲩϣ, ⲁⲛⲏⲩϣ											
2012			A'aBCut	geistige Verwirrung	no etym 73	ⲟⲛϣⲥ																
2013				staunen; erstaunt blicken	no etym 73	ⲱⲛϣ																
2017	sꜥnḫ	sꜥnḫ		aufziehen; ernähren	383, 401		ϣⲁⲛⲉϣ, ϣⲁⲛϣ															
