TLA__ID	TLA__form	TLA__meaning_en	TLA__meaning_de
114850	ḫꜥ.w	crowns	Kronen (die Erscheinenden)
850114	ḫꜥ.w	one who appears	einer der erscheint
858231	ḫꜥ.t		Erscheinen
858234	ḫꜥw.t		Erscheinen
858247	ḫꜥ.w		Erscheinender
d4428	ḫꜥ		erscheinen, glänzen; gekrönt sein
dm699	ḫꜥ		Erscheinen, Prozession, Fest; Aufgang (eines Gestirns); Diadem; tragbare Barke(?)
114620	ḫꜥ		Fest (des Erscheinens)
114870	ḫꜥ.w		[Strafort für Böse]
141800	sḫꜥ	appearance (of gods in procession)	Prozession (der Götter)
141830	sḫꜥi̯	to make appear; to appear	erscheinen lassen; erscheinen
75700	msḫꜥ	splendor (of gods)	Erglänzen (einer Gottheit)
500244	ḫꜥ.y	[a title]	[Titel]
114860	ḫꜥ.w	crocodile	[Bez. für Krokodil]
114810	ḫꜥy.t	house	Haus
122440	ẖꜣb	to be crooked	krumm sein
122450	ẖꜣb	sickle	Sichel
122460	ẖꜣb	clavicle	Schlüsselbein
122470	ẖꜣb.t	curl (at the front of the Red Crown)	Draht der Roten Krone
122480	ẖꜣb.t	crookedness	Unrecht
858236	ẖꜣb	crookedness	Unehrlichkeit; Unrecht
858237	ẖꜣb		[Substantiv]
122510	H̱ꜣb.yw	those who belong to the sickle	Zur Sichel Gehörende
858245	H̱ꜣb.tj		Chabti
122490	ẖꜣb.tj	crooked one (Seth)	Verbrecher (Bez. des Seth)
855503	ẖꜣb.tj		[Bez. der Roten Krone]
122500	ẖꜣb.tjt	one with the curl (the Red Crown)	[Bez. der Roten Krone]
122520	ẖꜣbb	crookedness	Falschheit, Unredlichkeit
101400	ḥꜣm	to fish; to catch	fischen; (Vögel) einfangen
101420	ḥꜣm	(yield of the) net; catch	Netzwurf; Ertrag des Netzes
101440	ḥꜣm.t	fishnet	[Bez. für das Fischernetz]
101460	ḥꜣm.w	fishermen	die Fischer
853529	ḥꜣm.w		der Fischer
856778	ḥꜣm		Fischen
101490	ḥꜣm.t	droppings (excrement)	[Substantiv (bez. die Exkremente)]
d4064	ḥm		gewähren
dm475	ḥm		fischen, fangen; [part. coniunctum]: Fischfänger
122800	ẖꜥq	to shave	rasieren
122810	ẖꜥq	barber	Barbier
122830	ẖꜥq	rasor	Rasiermesser
600161	ḫꜥr	thong	Lederstreifen
d4437	ḫꜥr		Fell, Haut; Leder, Riemen
d4402	ḫꜣlj		Leder
dm6272	h̭ꜥr.t		Schlauch
dm2987	h̭ꜥrš		? (Ledergewand?, mit Tierfell-Det.)
dm5705	h̭ꜥl		Haut, Leder
20030	j	oh! (vocative interjection)	oh!; [Interjektion]
d297	ı͗		oh!; [vor Verbum]
22270	jwy	to irrigate	bewässern; ausgießen
23360	jb	thirsty man	Durstiger
23430	jb.t	thirst	Durst
23640	jbi̯	to be thirsty	dürsten
23290	jb	heart; mind; wish; character	Herz; Verstand; Charakter; Wunsch
23830	jbḥ	tooth	Zahn
33840	jd.t	(pleasant) scent; perfume; dew; exudation	Spende; Duft; Tau; Ausschwitzung
22520	jwf	flesh; meat	Fleisch; Körper
24530	jf.t	(beef) marrow	[Knochenmark]
500729	jwf	meat; flesh	das Fleisch
d400	ı͗wf		Fleisch; Körper
24560	jfd	(the) four	die Vier (Seiten, Ecken); die Vier (Himmelstützen); die Vier (Himmelsrichtungen)
24620	jfd.t	four (in number)	Vierzahl; Vierheit
850571	jfd.w	four	vier
32730	jgp	rain cloud	Regenwolke; Wolke
32740	jgp	to be clouded (med., metaph. for a heart condition)	betrübt sein (schlechter Zustand des Herzen)
850005	jgp	to become cloudy; to be cloudy	sich bewölken; bewölkt sein
30160	jhj	Oho!	[Interjektion]
30170	jhy	joy; rejoicing	Freude; Jubel
30180	jhj	to express aloud (a strong emotion)	Klagelaut rufen
30410	jḥ	ox; cattle	Rind
30480	jḥ.t	cow	Kuh
30260	jhm	to oppress (to death)	(zum Tode) drängen
30270	jhm	to move slowly; to restrain	langsam gehen; zurückhalten
30280	jhm	to mourn; to suffer	trauern; leiden
30290	jhm	jubilation	Jubel
850149	jhm	suffering; pain	Leid; Schmerz
850287	jhm.t	suffering	Leid
855874	jhm	shout	[Ausruf]
30860	jḫm	to extinguish; to annul	auslöschen
116870	ḫm		Bestaubter (?)
116880	ḫm	[pulverized ingredient in incense]	[Pulver bei der Kyphibereitung]
116910	ḫm	to not know; to be ignorant of	nicht wissen; negieren
116920	ḫm	ignorant man	Unwissender
117000	ḫmi̯	to not know; to be unaware of	nicht kennen; nicht wissen
117020	ḫmi̯	to overthrow; to demolish; to oppose	zerstören; umstürzen; angreifen
117050	ḫmi̯	to demolish	verzehren; essen
117060	ḫmj.w		Übel
117080	ḫmy	sand-fly	Sandfliege
117160	ḫm.w	dust	Staub
117170	ḫm.w	those who do not know (Egypt) (i.e. Egypt's foes)	Unwissende (Bez. der Feinde Ägyptens)
117180	ḫmw	to demolish	verzehren, essen
117190	ḫmwt	destruction	[Substantiv]
30860	jḫm	to extinguish; to annul	auslöschen
30900	jḫm.w	those who are ignorant (of Egypt) (Egypt's foes)	Unwissende (Feinde Ägyptens)
856171	ḫm.t		Unkenntnis
857060	jḫm		Unwissender
857242	jḫm.t	ignorant (?)	[eine Personenbezeichnung]
858267	ḫm		Zerstörung
30870	jḫm.t	bank (of a river, of a fortress)	Ufer
500449	Jḫm.tjw	Those-who-belong-to-the-riverbank	Die zum Ufer gehören
dm1238	ḫmꜥ		abreißen, demolieren
400986	ḫmꜥ.w	debris	Schutt
d4508	h̭mꜥ		Schutt(?)
117070	Ḫm.yw	demolisher	Umstürzler
868634	ḫm.wt		Zerstörung
858271	ḫmm		Zerstörer
d4762	ẖm		Angreifer
d4661	h̭m		nicht kennen; vergessen
d1086	ꜥḫm		[trans.] löschen; [intrans.] erlöschen, verlöschen
40630	ꜥḫm	to quench; to extinguish	löschen; versiegen
40640	ꜥḫm	[a combustible material (wick?)]	[ein Brennmaterial (Docht)]
d4499	ḫm		klein, geringfügig; jung, jünger; ein bißchen, ein paar, ein wenig; Kleinigkeit(?); Verkleinerung; [ḫm sp-2] nach und nach, ganz langsam (o.ä.)
dm1390	ḫm		klein sein, gering sein, unbedeutend sein; [in Verbindung mit bꜣ.t] bescheiden sein
dm7630	ḫm		Junge; (der) Jüngere
dm6915	ḫm.t		Kleine, Mädchen; (die) Jüngere
dm2113	h̭		"Abkürzung für ḫm ""klein""?"
858766	ḫmḫm		nicht wissen; negieren
d5516	sḫm		vergessen
135600	smḫ	to forget; to ignore	vergessen
869282	smḫ		Vergessen
d5579	sẖm		vergessen
868637	ḫm.w		Angreifer; Zerstörer
106090	ḥn.t		Handfläche; Bewässerungsrinne
21930	jwi̯	to come; to return	kommen
851687	jy		kommen (zu tun) (aux./modal)
21310	jy	one who comes (Horus)	der kommt (Horus)
32610	jkn	cup; jar	Schöpfnapf
32620	jkn	[a large vessel among Syrian tribute (Sem. loan word)]	[ein Gefäß aus Syrien]
67770	mj	come!	komm!; kommt!
24700	jm	mourner (a bird)	Klagender (ein Vogel)
67780	mj	take!	nimm!; nehmt!
24640	jm	there	da; dort; davon; dadurch; damit
25120	jm.j	what is within; who is within	Inneres; Inhalt; Bewohner; Innenseite
25121	jm.w	that which is within	Inneres; Inhalt
25130	jm.j	being in	befindlich in (lokal); befindlich in (temporal); darunter (soziativ); seiend als
25140	jm.j	insides (of a fruit, of an animal) (med.)	Inneres einer Frucht
25960	jm.w	interior (of a vase)	innerer Teil eines Gefäßes; Seite eines Gefäßes
400138	jm.jt	insides; content	Inneres; Inhalt; was in ... ist (meist in Komposita)
73300	mḥ	to hold; to sieze	fassen; packen
26150	jmn.tj	western	westlich
26151	jmn.tj	west	Westen
26160	jmn.tj	west wind	Westwind
26180	jmn.tjt	west	Westen
26190	jmn.tt	right eye	rechtes Auge
26210	jmn.tw	regions situated to the west	westliche Gebiete
26220	jmn.tjw	westerners; the dead	Westvölker; die Westlichen (im Westen ruhende Tote)
500176	jmn.tj	nether-worldly ones	der Unterweltliche
26030	jmn	to hide; to be hidden	verbergen; verborgen sein
26040	jmn	hidden one	der Verborgene (von mehreren Göttern)
26050	jmn	hidden one (a priest)	der Verborgene (Priester)
26090	jmn.t	secret; what is hidden	Verborgenes; Geheimnis
26100	jmn.t	hidden place (of the nether world); secret place	verborgene Stätte (besonders von der Unterwelt)
26230	jmn.wj	two hidden ones	die beiden Verborgenen (Hoden des Verstorbenen bei der Gliedervergottung)
26280	jmn.yt	hidden ones	die Verborgene
26290	jmn.y	one who hides himself (ram-headed sun god)	der sich Verbergende (Sonnengott mit Widderkopf)
26310	jmn.w	Hidden-one (a demon)	Verborgenener (Toter als Krankheitsdämon)
500080	jmn	hidden; concealed	verborgen; versteckt
26060	Jmn	Amun	Amun
26440	jms.t	dill	Dill
26450	jmskꜣ	[a fish (mullet)]	Nilbarsch
26700	jn		[Negationsverstärkung nach bn]
d529	ı͗n		[Postnegation]
80800	nwꜣ	to see; to look; to watch	sehen; blicken
26710	jn	carrier	Träger
26870	jni̯	to bring; to bring away; to buy	bringen; holen
26890	jnj	cordage (naut.)	[ein Seil (am Schiff)]
27040	jn.w	gifts; produce; tribute	Abgaben; Gaben; Lieferungen
27090	jn.wt	freight (?)	Schiffsladung (?)
27100	jn.wt	ferry	Fähre
860234	jn.w		Gefangener
861712	jn.t		Bringende
d570	ı͗nj		Abgabe, Opfer, [Art von Einkünften]
26900	jn.yt	refrain (?) (of a song)	Refrain (?) (eines Liedes)
27050	jn.w	messenger; supplier; bearer	Bote; Lieferant
27060	jn.w	matting (used in building)	[ein Mattenbelag (beim Bauen)]
500735	Jn.tj	Bringer	Der Bringende
500736	Jn.tjt	Bringer	Die Bringende
450200	jnn	bearer (of offerings)	Träger (von Opfergaben)
d403	ı͗wn		Schiffsbauch, Schiffslast(?); Fahrt
dm21	ı͗n		bringen, holen; leihen; (r-ḏbꜣ ḥḏ) kaufen; ziehen (Zahn); zahlen
874109	Jnn.yw		Holender
26630	jn.t	[part of a ship]	[Teil eines Riegels]
26860	jn.yt	(fish) net; seine (myth.)	[ein Fischnetz]
26890	jnj	cordage (naut.)	[ein Seil (am Schiff)]
22570	jwn	color	Farbe; Wesen
22840	jwn.w	colorful one (the sun god)	der Farbige (Sonnengott)
23770	jbn.w	alum; vitriolic salts (gen.)	Alaun; [verschied. Salze]
27180	jnb	wall; fence; enclosure	Mauer; Zaun
27190	jnb	to surround (with walls)	ummauern
27230	jnb.t	fortification; fence	Sperre; Festung; Zaun
27260	jnbꜣ	to be mute	stumm sein
860701	Jnbꜣ		Stummer
dm222	ꜣbꜣ		stumm sein
27710	jnḥ	to surround; to enclose; to border	umgeben; einschließen; umzingeln
27730	jnḥ.w	border	Einfassung (eines Bildes)
27700	jnḥ	eyebrow	Augenbraue
27940	jnk	I [indepen. pron., 1st per. sing.]	ich [Selbst. Pron. sg.1.c]
27420	jnm	skin (of a man); hide (of an animal); skin color	Haut (von Mensch und Tier); Färbung
27440	jnm.yt	skin-wearer	die in Fell Gekleidete (unbekannte Göttin)
67810	mj	what?; who?	wer da?
64430	m	who?; what?	wer?; was?
27490	jnn	we; of ours	wir [Selbst. Pron. pl.1.c.] (NÄg)
26750	jn	[a feature of a serpent's appearance]	[ein doppelter Körperteil einer Schlange]
26860	jn.yt	(fish) net; seine (myth.)	[ein Fischnetz]
26890	jnj	cordage (naut.)	[ein Seil (am Schiff)]
27480	jnn.t	(fish) net; seine (myth.)	[ein Fischnetz]
27500	jnn	to turn round	umwenden; (sich) abwenden
857165	jnn		Umwenden
854705	jn.wtj		der zum Fischnetz Gehörige
26620	jn.t	[a garment]	[ein Kleidungsstück]
857167	Jnn.w		Inenu
d571	ı͗nj		Sehne (o.ä.)
866441	jn.jt		Dübel (?); Schwalbenschwanz (?) (als Plankenverbindung am Schiff)
dm698	rl		Halsband, Armband
95270	rr	[something which encircles (circlet; collar; bracelet)]	Halskette; Collier
d3037	nꜣnj.t		Wabe ('= nnj.t)
d3675	ll		Halsband, Armband ('= rl); Band (an einer Papyrusrolle)
27520	jnnk	[a plant (thyme?)]	Konyza (?)
27310	jnp	to be laid down (?); to lie down (on the stomach) (?)	(auf dem Bauch) liegen (?); hinlegen (?)
27320	jnp	to decay	verwesen
27330	jnp	papyrus skiff (?)	Papyrusschiff (?)
27360	Jnp.w	Anubis	Anubis
27350	jnp.w	royal child	königliches Kind (Prinz, Prinzessin)
852341	jnp.w		Prinz (Osiris)
27370	Jnp.wt	Input (fem. pendant of Anubis)	Input (weibl. Gegenstück zu Anubis)
400974	Jnp.wt	Anubis-nome (17th nome of Upper Egypt)	Gau des Anubis (17. o.äg. Gau, Hundegau, Kynopolis)
d579	I͗np		Anubis
27880	jnq	to encompass; to embrace; to unite	umfassen; zusammenfügen
27890	jnq	to enclose (med.)	umfassen (med.)
27900	jnq	to bring about (the inundation)	(die Flut) herbeiführen
27910	jnq.t	net (lit. encloser)	"Netz (""das Umfassende"")"
27950	jnqj.w	[cordage (naut.)]	[Seile am Schiff]
27920	jnq.tj	one who is in the sack (Osiris)	der im Netz ist (von Osiris)
d1009	ꜥnq		[Wagenteil]
38960	ꜥnq	to flow (of the inundation)	fluten
860384	ꜥnq.t		[Flut]
27570	ynr	bowl (for wine, for oil)	[eine Schale (für Wein oder Öl)]
27540	jnr	stone (Apophis)	der Stein (Apophis)
27560	jnr	stone; (block of) stone (gen.)	Stein (Material); Steinblock
26780	jn.t	(desert) valley	Tal; Wüstental
24070	jp	to count; to assess; to be cognizant of	zählen; zuweisen; (jmdn.) erkennen
24110	jp.t	number; census	Zählung; Abrechnung; Zahl
24120	jp.t	oipe (a dry measure); [a measuring vessel]	Oipe (Hohlmaß); [ein Messgefäß]
24330	jp.w	account; inventory; list	Abgaben; Steuern
24340	jp.w	account; inventory; list	"Steuerakte; Inventar (""Gezähltes""); Liste"
857173	jp.w		Zählung
859124	jp	accounting; estimation	Buchführung; Beurteilung
24080	jp	stairway	Treppe
856683	jp		[eine Personenbezeichnung]
855599	jpp		durchforschen
d453	ı͗p		zählen, rechnen (zu); prüfen; denken, (etwas zu tun) gedenken, planen; zuweisen (mit r); abrechnen
dm2790	ı͗pj		Rechnung(?)
d454	ı͗p		Zahl; Register, Inventar
d455	ı͗p(j).t		Zahl; Anzahl
d465	ı͗pj(.t)		[Maß:] Scheffel, Oipe; Oipe-Behälter
dm4454	ı͗p		Abrechnung; Plan, Gedanke, Überlegung
866357	jp.t		[unklar]
128130	sjp	to assign; to revise; to inspect	überweisen; revidieren; prüfen; besuchen
854525	sjp		überweisen; abliefern; revidieren; prüfen; besuchen
97121	sjp	to deliver	abliefern
128140	sjp	inspection; inventory	Revision; Kontrolle
853310	sjp		Revisor; Zuweiser
128160	sjp.tj	inspection; inventory	Revision; Inspektion
858645	sjp.tj	inventory; register	Inventar
d5012	sı͗p		prüfen, schätzen
854810	sjpp		revidieren
dm2768	spt		Muster
133110	sps	to build	erbauen
24480	jpt	[a mug (?)]	[Becher]
24430	jpn	these (demons. pron., masc. pl.)	diese [Dem.Pron. pl.m.]
24250	jpꜣ	red dye (madder)	[roter pflanzl. Farbstoff (Krapp)]
32220	jqm.w	saddness; sorrow	Traurigkeit (o. Ä.)
28550	jri̯	to do; to make; to create; to act as	machen; tun; fertigen; fungieren als; handeln
29580	jr.w	amounting to; making	betragen (an Zahl)
29590	jr.w	maker (of ...); trader (in ...)	Handelnder; Verfertiger; Macher (in Berufsbez.)
29600	jr.w	duty; rite	"Pflicht; Vorschrift; Zeremonie (""zu Tuendes"")"
29610	jr.w	creation; form	Geschöpf; Gestalt, Gemachtes (als Produkt)
29630	jrw	[a food]	[eine Speise]
29640	jr.wt	doers	die Handelnden (Frauen)
500286	jr.w	creator (Re)	Schöpfer (Re)
850272	jr.wt	deed	Tat
851809	jri̯		machen
852348	jri̯		veranlassen, dass
853690	jri̯		[für jw des Futur III. (m. nominalem Subjekt)]
859223	Jr		Schöpfergott
500289	Jr.yt	She-who-acts (the 4th gate of the nether world)	Die, die macht (Name der 4. Pforte)
500413	Jr.yt	Doer	Die Handelnde
28590	jr.yt	act; ceremony	Tat; Zeremonie
28600	jr.yt	milch cow	Milchkuh
28610	jr.yt	assessment (in grain)	Korn-Abgabe
29620	jr.w	delivery; cattle tax	Abgabe; Viehsteuer
852806	jr.tj		Täter
28220	jri̯	to eat	essen
400112	jri̯	to engender; to bear	zeugen; gebären
600080	jri̯		[aux. (als Konjugationsträger mit folg. Infinitiv)]
851810	jri̯		[verbunden mit speziellem Objekt (allg.)]
853918	j.jr.t		bis dass (mit folgendem Infinitiv); [Terminativ]
d593	ı͗r		Ritus, Zeremonie; Handeln
dm473	ı͗r(w)		Gestalt
d592	ı͗r		tun, machen; handeln [ohne Obj.]; sein, werden; ernennen, machen (zu); entsprechen; (Zeit) verbringen; feiern; (soundso alt) werden; (mit Zahl) ausmachen; setzen, stellen, legen; [periphr. mit Verb/Subst.]; verwenden; [statt dj] machen, dass; [Imperativ]; (Ackerland) bebauen, bestellen; [mathematisch] rechnen, berechnen
dm1548	ı͗r		geboren von bzw. die ... geboren hat [in Filiation]
28130	jr.t	[a bird]	[ein Vogel]
28560	jry	knife	Messer
29540	jrw	[a cut of meat]	[ein Fleischstück]
29570	jrw.t	[a vessel]	[ein Gefäß]
401153	jrr	adversary	(gegen jmdn.) Handelnder; Widersacher; Machender
401154	jrr.t	adversary	(gegen jmdn.) Handelnde; Widersacherin; Machende
29950	jr.t	[a blue material (for beads)]	[Material (Fayence?)]
d320	ı͗.ı͗rj		[zweites Tempus vor Futurum III]
dm146	ı͗.ı͗r'=		Form des Präsens I
dm603	ı͗.ı͗r		[für Futurum III bei nominalem Subjekt]
d306	ı͗.ı͗r		mache! [Imperativ]; handle! [Imperativ]; sei! [Imperativ]; [mit folgendem Verb periphrastisch für Imperativ]
d305	ı͗.ı͗r		[Bildeelement des Zweiten Tempus]; (temporal) als, wenn; (kondizional) wenn
d304	ı͗.ı͗r		[Bildeelement des Partizips]; [in Prädikat von Pseudo-cleft-sentence ohne best.Art.]
dm409	ı͗r		möge ...!
dm7825	ı͗r(e)		Perfektpräfix
d3342	r		"[Infinitiv von ı͗r] machen; [Qualitativ von ı͗r ""machen"
dm16	r		bei nominalem Subjekt im Futurum III
28150	jr	if; as to	wenn (konditional); wenn (temporal); als (temporal)
28500	jr.j	pertaining to; belonging to	zugehörig zu
28510	jr.j	fellow; companion	Zugehöriger; Genosse
28570	jr.t	companion	Zugehörige; Genossin
853686	jr.w	crew of boat	Schiffsmannschaft (Matrosen)
28220	jri̯	to eat	essen
29630	jrw	[a food]	[eine Speise]
28550	jri̯	to do; to make; to create; to act as	machen; tun; fertigen; fungieren als; handeln
28580	jr.t	purpose (of something); duty	Zugehöriges; Pflicht
28590	jr.yt	act; ceremony	Tat; Zeremonie
29580	jr.w	amounting to; making	betragen (an Zahl)
29590	jr.w	maker (of ...); trader (in ...)	Handelnder; Verfertiger; Macher (in Berufsbez.)
29600	jr.w	duty; rite	"Pflicht; Vorschrift; Zeremonie (""zu Tuendes"")"
29610	jr.w	creation; form	Geschöpf; Gestalt, Gemachtes (als Produkt)
29640	jr.wt	doers	die Handelnden (Frauen)
400112	jri̯	to engender; to bear	zeugen; gebären
500286	jr.w	creator (Re)	Schöpfer (Re)
850272	jr.wt	deed	Tat
28250	jr.t	eye	Auge
28290	jr.t	eye (of a god); eye (of heaven, metaph. for the sun and moon)	Auge (einer Gottheit); Auge (des Himmels, d.i. Sonne und Mond)
28300	jr.wj	pair of eyes	die beiden Augen
29550	jr.w	eye witness	Augenzeugen
29740	jrp	wine	Wein (Getränk)
29750	jrp	grape vine	Weinstock
29810	jrp.y	wine (?)	Weinbereitung (?)
450472	jrp	wine jug	Weingefäß
29850	jrr	sheen; shine	Schein; Glanz
30080	jrṯ.t	milk	Milch (der Mutter oder der Tiere)
30090	jrṯ.t	milky sap (of the sycamore) (med.)	milchiger Saft (von Pflanzen) (als Salbmittel)
31040	jz	(to be?) old; (to be?) used	alt
31050	jz.w	old (primeval) ones	die Alten (die Vorzeitigen)
31100	jz.t	age; decline	Alter; Verfall
31160	js	old one (?) (priest of Hathor)	der Alte (?) (Priester der Hathor)
31320	jz.wt	the old; ancient writings; ancient times	Altes; alte Schriften; alte Zeiten
31240	jzj	to be light (of weight)	leicht sein
31330	jsw	payment; equivalent	Gegenleistung; Lohn
31340	jsw	product of a country	Produkte eines Landes
31360	js.wj	testicles	die Hoden
31130	js	[encliltic part.]	[Partikel]
31140	js	[part. at the beginning of a sentence]	[nichtenkl. Part. am Satzanfang]; [Fragepartikel]
850804	js		[Partikel (enklitisch)]
850805	js		[Partikel der diskontinuierlichen Negation n ... js]
851437	jsw		wahrlich
851442	jst		[Partikel (satzeinleitend, zur Betonung, Interrog.)]
855157	js		[Partikel der diskontinuierlichen Negation jw.t ... js]
852270	js		wie (Postposition)
d1096	ꜥs		siehe
31730	jsq	to linger; to wait; to hold back	zögern; verweilen; zurückhalten
32830	jt	barley; grain (gen.)	Gerste; Korn (allg.)
32820	jtj	father	Vater; Großvater
33410	jtḥ	to tow	ziehen
33120	jtn	ground; earth; dust	Erdboden; Schmutz; Staub
33210	jtn.w	ashes (?)	Asche (?)
33370	jtr.w	river; the Nile; canal	Fluss; Kanal; Nil
22030	jw.tj	who not; which not (neg. rel. adj.)	welcher nicht (neg. Rel.Pron)
23140	jw.tj	non-existent one	Nichtseiender; Habloser
23150	jw.tjw	those who are not (the dead)	die Nichtseienden (die Toten)
550302	jw.tjt	what does not exist	das Nichtseiende
21970	jw	dog	Hund
21980	Jw	Dog (Thoth)	Hund (ein Name des Thot)
855612	jw.t		Hündin
855041	jwjw		Hund
22340	jwjw	dog	Hund
d385	ı͗wı͗w		Hund; Figur im Brettspiel
23220	jwd	to separate; to lie between; charged to	(sich) trennen; scheiden; zuteilen; beladen (mit)
23240	jwd.t	parting (?)	Trennung
851852	jwn.wj		heliopolitanisch
852038	jwn.wt		die Heliopolitanerin
22650	Jwn	Heliopolis	Heliopolis
